game,commence_time,bookmaker,team,decimal_odds,implied_prob,market,avg_decimal,rank,role,league
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,MyBookie.ag,Boston Red Sox,1.37,0.7299270072992701,h2h,1.3828571428571428,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,BetAnySports,Cleveland Guardians 2.5,1.61,0.6211180124223602,spreads,1.61,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,FanDuel,Over 7.5,1.83,0.5464480874316939,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,LowVig.ag,Over 7.5,1.88,0.5319148936170213,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,BetOnline.ag,Over 7.5,1.87,0.53475935828877,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,DraftKings,Over 7.5,1.88,0.5319148936170213,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,Fliff,Over 7.5,1.74,0.5747126436781609,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,BetUS,Over 7.5,1.87,0.53475935828877,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,Bovada,Over 7.5,1.91,0.5235602094240838,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,ESPN BET,Over 7.5,1.87,0.53475935828877,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,Hard Rock Bet,Over 7.5,1.91,0.5235602094240838,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,BetMGM,Over 7.5,1.87,0.53475935828877,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,betPARX,Over 7.5,1.85,0.5405405405405405,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,Bally Bet,Over 7.5,1.85,0.5405405405405405,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,BetRivers,Over 7.5,1.85,0.5405405405405405,totals,1.862142857142857,1.0,favorite,baseball_mlb
Boston Red Sox vs Cleveland Guardians,2025-09-02 22:45:00+00:00,MyBookie.ag,Over 7.5,1.89,0.5291005291005292,totals,1.862142857142857,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,BetAnySports,Atlanta Braves 2.5,1.42,0.7042253521126761,spreads,1.42,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,FanDuel,Chicago Cubs,1.56,0.641025641025641,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,LowVig.ag,Chicago Cubs,1.59,0.6289308176100629,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,BetOnline.ag,Chicago Cubs,1.59,0.6289308176100629,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,Fliff,Chicago Cubs,1.51,0.6622516556291391,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,DraftKings,Chicago Cubs,1.56,0.641025641025641,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,BetUS,Chicago Cubs,1.58,0.6329113924050632,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,Bovada,Chicago Cubs,1.57,0.6369426751592356,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,Hard Rock Bet,Chicago Cubs,1.56,0.641025641025641,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,BetMGM,Chicago Cubs,1.54,0.6493506493506493,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,ESPN BET,Chicago Cubs,1.57,0.6369426751592356,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,BetRivers,Chicago Cubs,1.6,0.625,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,Bally Bet,Chicago Cubs,1.6,0.625,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,betPARX,Chicago Cubs,1.6,0.625,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,MyBookie.ag,Chicago Cubs,1.56,0.641025641025641,h2h,1.570714285714286,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,FanDuel,Under 8.5,1.87,0.53475935828877,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,LowVig.ag,Under 8.5,1.93,0.5181347150259068,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,BetOnline.ag,Under 8.5,1.91,0.5235602094240838,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,Fliff,Under 8.5,1.8,0.5555555555555556,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,DraftKings,Under 8.5,1.89,0.5291005291005292,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,BetUS,Under 8.5,1.91,0.5235602094240838,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,Bovada,Under 8.5,1.91,0.5235602094240838,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,Hard Rock Bet,Under 8.5,1.87,0.53475935828877,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,BetMGM,Under 8.5,1.91,0.5235602094240838,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,ESPN BET,Under 8.5,1.91,0.5235602094240838,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,BetRivers,Under 8.5,1.91,0.5235602094240838,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,Bally Bet,Under 8.5,1.91,0.5235602094240838,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,betPARX,Under 8.5,1.91,0.5235602094240838,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Chicago Cubs vs Atlanta Braves,2025-09-02 23:40:00+00:00,MyBookie.ag,Under 8.5,1.91,0.5235602094240838,totals,1.8964285714285716,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,FanDuel,Cincinnati Reds,1.93,0.5181347150259068,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,LowVig.ag,Cincinnati Reds,1.95,0.5128205128205129,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,BetOnline.ag,Cincinnati Reds,1.95,0.5128205128205129,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,Fliff,Cincinnati Reds,1.95,0.5128205128205129,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,BetUS,Cincinnati Reds,1.96,0.5102040816326531,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,Bovada,Cincinnati Reds,1.9,0.5263157894736842,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,DraftKings,Cincinnati Reds,1.91,0.5235602094240838,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,ESPN BET,Cincinnati Reds,1.91,0.5235602094240838,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,Hard Rock Bet,Cincinnati Reds,1.91,0.5235602094240838,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,BetMGM,Cincinnati Reds,1.91,0.5235602094240838,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,BetRivers,Cincinnati Reds,1.89,0.5291005291005292,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,betPARX,Cincinnati Reds,1.89,0.5291005291005292,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,Bally Bet,Cincinnati Reds,1.89,0.5291005291005292,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,MyBookie.ag,Cincinnati Reds,1.91,0.5235602094240838,h2h,1.9185714285714286,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,FanDuel,Over 8.5,1.85,0.5405405405405405,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,LowVig.ag,Over 8.5,1.85,0.5405405405405405,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,BetOnline.ag,Over 8.5,1.83,0.5464480874316939,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,Fliff,Over 8.5,1.83,0.5464480874316939,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,BetUS,Over 8.5,1.83,0.5464480874316939,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,Bovada,Over 8.5,1.87,0.53475935828877,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,DraftKings,Over 8.5,1.85,0.5405405405405405,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,ESPN BET,Over 8.5,1.83,0.5464480874316939,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,Hard Rock Bet,Over 8.5,1.87,0.53475935828877,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,BetMGM,Over 8.5,1.83,0.5464480874316939,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,BetRivers,Over 8.5,1.88,0.5319148936170213,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,betPARX,Over 8.5,1.88,0.5319148936170213,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,Bally Bet,Over 8.5,1.88,0.5319148936170213,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,MyBookie.ag,Over 8.5,1.86,0.5376344086021505,totals,1.852857142857143,1.0,favorite,baseball_mlb
Cincinnati Reds vs Toronto Blue Jays,2025-09-02 22:40:00+00:00,BetAnySports,Toronto Blue Jays 2.5,1.27,0.7874015748031495,spreads,1.27,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,FanDuel,San Francisco Giants,1.43,0.6993006993006994,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,MyBookie.ag,San Francisco Giants,1.45,0.6896551724137931,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,LowVig.ag,San Francisco Giants,1.47,0.6802721088435374,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetOnline.ag,San Francisco Giants,1.47,0.6802721088435374,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,DraftKings,San Francisco Giants,1.44,0.6944444444444444,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetUS,San Francisco Giants,1.47,0.6802721088435374,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,Bovada,San Francisco Giants,1.44,0.6944444444444444,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,Hard Rock Bet,San Francisco Giants,1.43,0.6993006993006994,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,ESPN BET,San Francisco Giants,1.44,0.6944444444444444,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetMGM,San Francisco Giants,1.44,0.6944444444444444,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetRivers,San Francisco Giants,1.43,0.6993006993006994,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,Bally Bet,San Francisco Giants,1.43,0.6993006993006994,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,betPARX,San Francisco Giants,1.43,0.6993006993006994,h2h,1.4438461538461538,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,FanDuel,San Francisco Giants -1.5,1.7,0.5882352941176471,spreads,1.693,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,LowVig.ag,San Francisco Giants -1.5,1.71,0.5847953216374269,spreads,1.693,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetOnline.ag,San Francisco Giants -1.5,1.7,0.5882352941176471,spreads,1.693,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,DraftKings,San Francisco Giants -1.5,1.69,0.591715976331361,spreads,1.693,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetUS,San Francisco Giants -1.5,1.71,0.5847953216374269,spreads,1.693,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,Bovada,San Francisco Giants -1.5,1.71,0.5847953216374269,spreads,1.693,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,ESPN BET,San Francisco Giants -1.5,1.67,0.5988023952095809,spreads,1.693,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetRivers,San Francisco Giants -1.5,1.68,0.5952380952380952,spreads,1.693,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,Bally Bet,San Francisco Giants -1.5,1.68,0.5952380952380952,spreads,1.693,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,betPARX,San Francisco Giants -1.5,1.68,0.5952380952380952,spreads,1.693,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,FanDuel,Under 10.5,1.88,0.5319148936170213,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,MyBookie.ag,Under 10.5,1.89,0.5291005291005292,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,LowVig.ag,Under 10.5,1.92,0.5208333333333334,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetOnline.ag,Under 10.5,1.89,0.5291005291005292,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,Fliff,Under 10.5,1.91,0.5235602094240838,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,DraftKings,Under 10.5,1.9,0.5263157894736842,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetUS,Under 10.5,1.91,0.5235602094240838,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,Bovada,Under 10.5,1.87,0.53475935828877,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,Hard Rock Bet,Under 10.5,1.87,0.53475935828877,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,ESPN BET,Under 10.5,1.87,0.53475935828877,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetMGM,Under 10.5,1.91,0.5235602094240838,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,BetRivers,Under 10.5,1.92,0.5208333333333334,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,Bally Bet,Under 10.5,1.92,0.5208333333333334,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Colorado Rockies vs San Francisco Giants,2025-09-03 00:40:00+00:00,betPARX,Under 10.5,1.92,0.5208333333333334,totals,1.8985714285714284,1.0,favorite,baseball_mlb
Detroit Tigers vs New York Mets,2025-09-02 22:40:00+00:00,BetAnySports,Detroit Tigers 2.5,1.42,0.7042253521126761,spreads,1.42,1.0,favorite,baseball_mlb
Detroit Tigers vs New York Mets,2025-09-02 22:40:00+00:00,FanDuel,New York Mets,1.77,0.5649717514124294,h2h,1.7623076923076924,1.0,favorite,baseball_mlb
Detroit Tigers vs New York Mets,2025-09-02 22:40:00+00:00,Hard Rock Bet,New York Mets,1.77,0.5649717514124294,h2h,1.7623076923076924,1.0,favorite,baseball_mlb
Detroit Tigers vs New York Mets,2025-09-02 22:40:00+00:00,BetRivers,New York Mets,1.73,0.5780346820809249,h2h,1.7623076923076924,1.0,favorite,baseball_mlb
Detroit Tigers vs New York Mets,2025-09-02 22:40:00+00:00,betPARX,New York Mets,1.73,0.5780346820809249,h2h,1.7623076923076924,1.0,favorite,baseball_mlb
Detroit Tigers vs New York Mets,2025-09-02 22:40:00+00:00,Bally Bet,New York Mets,1.73,0.5780346820809249,h2h,1.7623076923076924,1.0,favorite,baseball_mlb
Detroit Tigers vs New York Mets,2025-09-02 22:40:00+00:00,MyBookie.ag,New York Mets,1.78,0.5617977528089888,h2h,1.7623076923076924,1.0,favorite,baseball_mlb
